track_id,album comments,album date_created,album date_released,album favorites,album id,album listens,album title,album tracks,album type,artist date_created,artist favorites,artist id,artist location,track bit_rate,track duration,track genre_top,track title
337,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,271,Rock,Brian's Garage
338,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,88,Rock,Cabages in the sunset
339,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,110,Rock,Chimpanzees disease
340,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,142,Rock,Circles in London
341,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,84,Rock,Count Dracula's castle
342,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,55,Rock,Crash
343,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,66,Rock,Cybernetics
344,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,115,Rock,Denver
345,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,202,Rock,Ding dang (skat)
346,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,158,Rock,Disco Ghoul
347,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,150,Rock,Down in the pits again
348,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,165,Rock,Excretia
349,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,74,Rock,Garden of Eden
350,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,101,Rock,Gotta Go
351,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,249,Rock,Hippopotamus
352,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,165,Rock,In Arabia
353,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,149,Rock,In my Grandfather's Clock
354,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,60,Rock,Julie Andrews
355,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,144,Rock,Just you wait and see
356,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,225,Rock,Little White Boxes
357,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,139,Rock,Mr Mystery
358,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,121,Rock,My House
359,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,178,Rock,My Room
360,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,126,Rock,Radio Jazz with Mr Rhodes
361,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,218,Rock,Red coated young girlfriend
362,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,122,Rock,Starsigns
363,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,165,Rock,Sugar Bowl
364,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,152,Rock,Sunspot activity
365,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,104,Rock,The Sound of Music
366,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,144,Rock,The Swamp
367,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,110,Rock,There goes my greenhouse
368,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,280,Rock,Vampires
369,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,185,Rock,Whistle while you work
370,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,213,Rock,Why didn't Nero?
371,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,251,Rock,vermalderhide
384,0,2008-11-26 02:00:54,2005-01-01 00:00:00,3,116,1763,Summer Set,0,Album,2008-11-26 01:58:29,11,86,,256000,249,Electronic,Baja Jones
385,0,2008-11-26 02:00:54,2005-01-01 00:00:00,3,116,1763,Summer Set,0,Album,2008-11-26 01:58:29,11,86,,256000,261,Electronic,Lucky 45
386,0,2008-11-26 02:00:54,2005-01-01 00:00:00,3,116,1763,Summer Set,0,Album,2008-11-26 01:58:29,11,86,,256000,357,Electronic,Clapartroach
387,0,2008-11-26 02:00:54,2005-01-01 00:00:00,3,116,1763,Summer Set,0,Album,2008-11-26 01:58:29,11,86,,256000,326,Electronic,I wish I wish
393,0,2008-11-26 02:01:25,2009-01-07 00:00:00,0,119,942,Boogie Witch,3,Live Performance,2008-11-26 01:59:06,0,89,Philadelphia PA,256000,810,Rock,Untitled Boogie (edit) Transfiguration Boogie Boogie Hole
394,0,2008-11-26 02:01:25,2009-01-07 00:00:00,0,119,942,Boogie Witch,3,Live Performance,2008-11-26 01:59:06,0,89,Philadelphia PA,256000,243,Rock,Boogie Hole
395,0,2008-11-26 02:01:25,2009-01-07 00:00:00,0,119,942,Boogie Witch,3,Live Performance,2008-11-26 01:59:06,0,89,Philadelphia PA,256000,380,Rock,Transfiguration Boogie
396,0,2009-01-07 11:04:01,2007-01-01 00:00:00,1,1697,1931,On the Back of a Dying Beast: Volume 1,7,Live Performance,2008-11-26 01:59:22,8,90,San Francisco CA,256000,1137,Electronic,Juggernaut Soliloquy
397,0,2009-01-07 11:04:01,2007-01-01 00:00:00,1,1697,1931,On the Back of a Dying Beast: Volume 1,7,Live Performance,2008-11-26 01:59:22,8,90,San Francisco CA,256000,240,Electronic,The Tides Of Land
398,0,2008-11-26 02:01:54,2005-07-05 00:00:00,0,122,6068,Root,9,Album,2008-11-26 01:59:22,8,90,San Francisco CA,256000,344,Electronic,Borful Tang Loves Nomeansno
399,0,2008-11-26 02:01:54,2005-07-05 00:00:00,0,122,6068,Root,9,Album,2008-11-26 01:59:22,8,90,San Francisco CA,256000,388,Electronic,ELI
400,0,2009-01-07 11:04:01,2007-01-01 00:00:00,1,1697,1931,On the Back of a Dying Beast: Volume 1,7,Live Performance,2008-11-26 01:59:22,8,90,San Francisco CA,256000,395,Electronic,Electronic Interlude VI
401,0,2009-01-07 11:04:01,2007-01-01 00:00:00,1,1697,1931,On the Back of a Dying Beast: Volume 1,7,Live Performance,2008-11-26 01:59:22,8,90,San Francisco CA,256000,1076,Electronic,Modesto
402,0,2009-01-07 11:04:01,2007-01-01 00:00:00,1,1697,1931,On the Back of a Dying Beast: Volume 1,7,Live Performance,2008-11-26 01:59:22,8,90,San Francisco CA,256000,541,Electronic,Oh Kap Soon
403,0,2008-11-26 02:02:22,2006-01-01 00:00:00,0,123,808,split with Sunshine Militant Children's Hour,2,Album,2008-11-26 01:59:22,8,90,San Francisco CA,256000,198,Electronic,Roach
404,0,2009-01-07 11:04:01,2007-01-01 00:00:00,1,1697,1931,On the Back of a Dying Beast: Volume 1,7,Live Performance,2008-11-26 01:59:22,8,90,San Francisco CA,256000,704,Electronic,Wonder Inn
405,0,2008-11-26 02:01:54,2005-07-05 00:00:00,0,122,6068,Root,9,Album,2008-11-26 01:59:22,8,90,San Francisco CA,256000,439,Electronic,Majestic Shuffle
406,0,2009-01-07 11:04:01,2007-01-01 00:00:00,1,1697,1931,On the Back of a Dying Beast: Volume 1,7,Live Performance,2008-11-26 01:59:22,8,90,San Francisco CA,256000,756,Electronic,ELI
407,0,2008-11-26 02:01:54,2005-07-05 00:00:00,0,122,6068,Root,9,Album,2008-11-26 01:59:22,8,90,San Francisco CA,256000,354,Electronic,Soundclash At Wonder Inn (ft. Qulfus)
408,0,2008-11-26 02:02:22,2006-01-01 00:00:00,0,123,808,split with Sunshine Militant Children's Hour,2,Album,2008-11-26 01:59:22,8,90,San Francisco CA,256000,247,Electronic,The Tides Of Land
410,0,2008-11-26 02:01:54,2005-07-05 00:00:00,0,122,6068,Root,9,Album,2008-11-26 01:59:22,8,90,San Francisco CA,256000,379,Electronic,Lost on the Eastern Side of the Island
411,0,2008-11-26 02:01:54,2005-07-05 00:00:00,0,122,6068,Root,9,Album,2008-11-26 01:59:22,8,90,San Francisco CA,256000,146,Electronic,Orp
412,0,2008-11-26 02:01:54,2005-07-05 00:00:00,0,122,6068,Root,9,Album,2008-11-26 01:59:22,8,90,San Francisco CA,256000,253,Electronic,John And Mary - The Meeting
414,0,2008-11-26 02:01:54,2005-07-05 00:00:00,0,122,6068,Root,9,Album,2008-11-26 01:59:22,8,90,San Francisco CA,256000,230,Electronic,John And Mary - The Restaurant
416,0,2008-11-26 02:01:54,2005-07-05 00:00:00,0,122,6068,Root,9,Album,2008-11-26 01:59:22,8,90,San Francisco CA,256000,745,Electronic,Smyrna Snow Walk
417,0,2008-11-26 02:03:18,2009-01-08 00:00:00,1,124,5331,The Definitive Host,18,Album,2008-11-26 02:00:58,14,91,,256000,280,Experimental,Eula
418,0,2008-11-26 02:03:22,2009-01-08 00:00:00,2,125,12580,Original Soundtrack: Work for 20 DVD Players,5,Live Performance,2008-11-26 02:00:58,14,91,,256000,486,,Track1
419,0,2008-11-26 02:03:18,2009-01-08 00:00:00,1,124,5331,The Definitive Host,18,Album,2008-11-26 02:00:58,14,91,,256000,191,Experimental,The Franklin Mint Job
420,0,2008-11-26 02:03:22,2009-01-08 00:00:00,2,125,12580,Original Soundtrack: Work for 20 DVD Players,5,Live Performance,2008-11-26 02:00:58,14,91,,256000,901,,Track2
421,0,2008-11-26 02:03:18,2009-01-08 00:00:00,1,124,5331,The Definitive Host,18,Album,2008-11-26 02:00:58,14,91,,256000,116,Experimental,Il bouno il bruto il skronko
422,0,2008-11-26 02:03:22,2009-01-08 00:00:00,2,125,12580,Original Soundtrack: Work for 20 DVD Players,5,Live Performance,2008-11-26 02:00:58,14,91,,256000,1459,,Track3
423,0,2008-11-26 02:03:22,2009-01-08 00:00:00,2,125,12580,Original Soundtrack: Work for 20 DVD Players,5,Live Performance,2008-11-26 02:00:58,14,91,,256000,374,,Track4
424,0,2008-11-26 02:03:18,2009-01-08 00:00:00,1,124,5331,The Definitive Host,18,Album,2008-11-26 02:00:58,14,91,,256000,76,Experimental,The Ambient Honky
425,0,2008-11-26 02:03:22,2009-01-08 00:00:00,2,125,12580,Original Soundtrack: Work for 20 DVD Players,5,Live Performance,2008-11-26 02:00:58,14,91,,256000,384,Experimental,Track5
426,0,2008-11-26 02:03:18,2009-01-08 00:00:00,1,124,5331,The Definitive Host,18,Album,2008-11-26 02:00:58,14,91,,256000,114,Experimental,An Audio Walk Through Greater Newcastle
427,0,2008-11-26 02:03:18,2009-01-08 00:00:00,1,124,5331,The Definitive Host,18,Album,2008-11-26 02:00:58,14,91,,256000,83,Experimental,1913
428,0,2008-11-26 02:03:18,2009-01-08 00:00:00,1,124,5331,The Definitive Host,18,Album,2008-11-26 02:00:58,14,91,,256000,122,Experimental,1933
429,0,2008-11-26 02:03:18,2009-01-08 00:00:00,1,124,5331,The Definitive Host,18,Album,2008-11-26 02:00:58,14,91,,256000,136,Experimental,1963/2005
430,0,2008-11-26 02:03:18,2009-01-08 00:00:00,1,124,5331,The Definitive Host,18,Album,2008-11-26 02:00:58,14,91,,256000,82,Experimental,1966
431,0,2008-11-26 02:03:18,2009-01-08 00:00:00,1,124,5331,The Definitive Host,18,Album,2008-11-26 02:00:58,14,91,,256000,64,Experimental,1977
432,0,2008-11-26 02:03:18,2009-01-08 00:00:00,1,124,5331,The Definitive Host,18,Album,2008-11-26 02:00:58,14,91,,256000,80,Experimental,1984
433,0,2008-11-26 02:03:18,2009-01-08 00:00:00,1,124,5331,The Definitive Host,18,Album,2008-11-26 02:00:58,14,91,,256000,123,Experimental,1987
434,0,2008-11-26 02:03:18,2009-01-08 00:00:00,1,124,5331,The Definitive Host,18,Album,2008-11-26 02:00:58,14,91,,256000,78,Experimental,1988
435,0,2008-11-26 02:03:18,2009-01-08 00:00:00,1,124,5331,The Definitive Host,18,Album,2008-11-26 02:00:58,14,91,,256000,177,Experimental,1989
436,0,2008-11-26 02:03:18,2009-01-08 00:00:00,1,124,5331,The Definitive Host,18,Album,2008-11-26 02:00:58,14,91,,256000,734,Experimental,voice over
437,0,2008-11-26 02:03:18,2009-01-08 00:00:00,1,124,5331,The Definitive Host,18,Album,2008-11-26 02:00:58,14,91,,256000,117,Experimental,Yesterduh (Joe Meek)
438,0,2008-11-26 02:03:18,2009-01-08 00:00:00,1,124,5331,The Definitive Host,18,Album,2008-11-26 02:00:58,14,91,,256000,352,Experimental,Minima Medley
439,0,2008-11-26 02:03:18,2009-01-08 00:00:00,1,124,5331,The Definitive Host,18,Album,2008-11-26 02:00:58,14,91,,256000,256,Experimental,All you get from love is 22 Love Songs
440,1,2008-11-26 02:04:38,2007-06-01 00:00:00,0,126,4646,Over In A Big Way,13,Album,2008-11-26 02:02:17,9,92,Providence RI,256000,15,,The Beats
441,1,2008-11-26 02:04:38,2007-06-01 00:00:00,0,126,4646,Over In A Big Way,13,Album,2008-11-26 02:02:17,9,92,Providence RI,256000,227,,Veruca Assault
442,1,2008-11-26 02:04:38,2007-06-01 00:00:00,0,126,4646,Over In A Big Way,13,Album,2008-11-26 02:02:17,9,92,Providence RI,256000,255,,ID4 Congress
443,1,2008-11-26 02:04:38,2007-06-01 00:00:00,0,126,4646,Over In A Big Way,13,Album,2008-11-26 02:02:17,9,92,Providence RI,256000,312,,Bastard Boise
444,1,2008-11-26 02:04:38,2007-06-01 00:00:00,0,126,4646,Over In A Big Way,13,Album,2008-11-26 02:02:17,9,92,Providence RI,256000,32,,Jean-Michel
445,1,2008-11-26 02:04:38,2007-06-01 00:00:00,0,126,4646,Over In A Big Way,13,Album,2008-11-26 02:02:17,9,92,Providence RI,256000,551,,Lyftoff
446,1,2008-11-26 02:04:38,2007-06-01 00:00:00,0,126,4646,Over In A Big Way,13,Album,2008-11-26 02:02:17,9,92,Providence RI,256000,87,,Media Library
447,1,2008-11-26 02:04:38,2007-06-01 00:00:00,0,126,4646,Over In A Big Way,13,Album,2008-11-26 02:02:17,9,92,Providence RI,256000,104,,Back/Forth
448,1,2008-11-26 02:04:38,2007-06-01 00:00:00,0,126,4646,Over In A Big Way,13,Album,2008-11-26 02:02:17,9,92,Providence RI,256000,266,,Registered Sax Offender II
449,1,2008-11-26 02:04:38,2007-06-01 00:00:00,0,126,4646,Over In A Big Way,13,Album,2008-11-26 02:02:17,9,92,Providence RI,256000,18,,Burlington Goat Factory
450,1,2008-11-26 02:04:38,2007-06-01 00:00:00,0,126,4646,Over In A Big Way,13,Album,2008-11-26 02:02:17,9,92,Providence RI,256000,220,,Excuses
451,1,2008-11-26 02:04:38,2007-06-01 00:00:00,0,126,4646,Over In A Big Way,13,Album,2008-11-26 02:02:17,9,92,Providence RI,256000,283,,Killer Murderer
452,1,2008-11-26 02:04:38,2007-06-01 00:00:00,0,126,4646,Over In A Big Way,13,Album,2008-11-26 02:02:17,9,92,Providence RI,256000,42,,Casualist Conformativity
458,0,2008-11-26 02:05:23,2009-01-07 00:00:00,1,129,1233,Hunt Like Devil EP,1,Album,2008-11-26 02:03:03,40,95,Chicago IL,256000,223,Rock,Hunt Like Devil 4
459,1,2008-11-26 02:05:26,2009-01-07 00:00:00,1,130,7652,Butthash,1,Album,2008-11-26 02:03:03,40,95,Chicago IL,128000,301,Rock,Machines and Muscles
461,0,2008-11-26 02:05:36,,5,132,22483,blissblood.com,5,Single Tracks,2008-11-26 02:03:15,16,97,,160000,328,,Bessemer
462,0,2008-11-26 02:05:36,,5,132,22483,blissblood.com,5,Single Tracks,2008-11-26 02:03:15,16,97,,160000,323,,Has Been Blues
463,0,2008-11-26 02:05:36,,5,132,22483,blissblood.com,5,Single Tracks,2008-11-26 02:03:15,16,97,,160000,224,,I'll Be Blue
464,0,2008-11-26 02:05:36,,5,132,22483,blissblood.com,5,Single Tracks,2008-11-26 02:03:15,16,97,,160000,397,,The Way I Feel Today
465,0,2008-11-26 02:05:36,,5,132,22483,blissblood.com,5,Single Tracks,2008-11-26 02:03:15,16,97,,160000,221,,Thinking Of You
466,0,2008-11-26 02:05:49,2009-01-07 00:00:00,0,133,2680,Lingua Ignota,12,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,281,Rock,Asterism
467,0,2008-11-26 02:05:58,2009-01-07 00:00:00,0,134,907,Birdlike Movements,9,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,157,Rock,Let's Climb a Mossy Hill
468,0,2008-11-26 02:05:59,2002-01-01 00:00:00,0,135,1775,Vast and Sad,7,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,296,Rock,Vast and Sad (KPSU)
469,0,2008-11-26 02:06:03,2009-01-07 00:00:00,0,136,349,Kohoutek,12,Album,2008-11-26 02:03:27,4,98,Portland OR,128000,221,Rock,Waverly
470,0,2008-11-26 02:05:58,2009-01-07 00:00:00,0,134,907,Birdlike Movements,9,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,172,Rock,Cloud Light
471,0,2008-11-26 02:05:49,2009-01-07 00:00:00,0,133,2680,Lingua Ignota,12,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,199,Rock,Ephrata Cloister
472,0,2008-11-26 02:06:07,,0,137,191,Spirit Duplicator,8,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,67,Rock,Spirit Duplicator
473,0,2008-11-26 02:06:03,2009-01-07 00:00:00,0,136,349,Kohoutek,12,Album,2008-11-26 02:03:27,4,98,Portland OR,128000,176,Rock,Victoria 1
474,0,2008-11-26 02:05:59,2002-01-01 00:00:00,0,135,1775,Vast and Sad,7,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,187,Rock,Your Leather Jacket (Kelly Haus)
475,0,2008-11-26 02:05:49,2009-01-07 00:00:00,0,133,2680,Lingua Ignota,12,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,128,Rock,Buddy Alan In Reno
476,0,2008-11-26 02:06:07,,0,137,191,Spirit Duplicator,8,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,231,Rock,Leftward Glance
477,0,2008-11-26 02:05:59,2002-01-01 00:00:00,0,135,1775,Vast and Sad,7,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,177,Rock,Let's Climb a Mossy Hill (Kelly Haus)
478,0,2008-11-26 02:05:58,2009-01-07 00:00:00,0,134,907,Birdlike Movements,9,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,104,Rock,Recessional
479,0,2008-11-26 02:06:03,2009-01-07 00:00:00,0,136,349,Kohoutek,12,Album,2008-11-26 02:03:27,4,98,Portland OR,128000,261,Rock,White Shoulders
480,0,2008-11-26 02:05:59,2002-01-01 00:00:00,0,135,1775,Vast and Sad,7,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,58,Rock,Appear to Be (Kelly Haus)
481,0,2008-11-26 02:06:03,2009-01-07 00:00:00,0,136,349,Kohoutek,12,Album,2008-11-26 02:03:27,4,98,Portland OR,128000,126,Rock,Council Bluffs
482,0,2008-11-26 02:06:07,,0,137,191,Spirit Duplicator,8,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,119,Rock,Hall Blvd.
483,0,2008-11-26 02:05:58,2009-01-07 00:00:00,0,134,907,Birdlike Movements,9,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,115,Rock,Magnolias Milan
484,0,2008-11-26 02:05:49,2009-01-07 00:00:00,0,133,2680,Lingua Ignota,12,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,138,Rock,One Rose Among Many
485,0,2008-11-26 02:05:59,2002-01-01 00:00:00,0,135,1775,Vast and Sad,7,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,213,Rock,Asterism (Kelly Haus)
486,0,2008-11-26 02:06:03,2009-01-07 00:00:00,0,136,349,Kohoutek,12,Album,2008-11-26 02:03:27,4,98,Portland OR,128000,170,Rock,Avoid
487,0,2008-11-26 02:05:49,2009-01-07 00:00:00,0,133,2680,Lingua Ignota,12,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,118,Rock,For Christie 7/4
489,0,2008-11-26 02:06:07,,0,137,191,Spirit Duplicator,8,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,110,Rock,Nevertheless
490,0,2008-11-26 02:05:58,2009-01-07 00:00:00,0,134,907,Birdlike Movements,9,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,210,Rock,Vast and Sad
491,0,2008-11-26 02:06:03,2009-01-07 00:00:00,0,136,349,Kohoutek,12,Album,2008-11-26 02:03:27,4,98,Portland OR,128000,349,Rock,For To Pour
492,0,2008-11-26 02:05:58,2009-01-07 00:00:00,0,134,907,Birdlike Movements,9,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,161,Rock,I Can't Hear the Birds Sing
493,0,2008-11-26 02:05:49,2009-01-07 00:00:00,0,133,2680,Lingua Ignota,12,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,243,Rock,In the Sky
495,0,2008-11-26 02:05:59,2002-01-01 00:00:00,0,135,1775,Vast and Sad,7,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,899,Rock,"Waterfall (Emerald City Coffee, Seattle)"
496,0,2008-11-26 02:06:07,,0,137,191,Spirit Duplicator,8,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,173,Rock,Winged Ear
497,0,2008-11-26 02:06:03,2009-01-07 00:00:00,0,136,349,Kohoutek,12,Album,2008-11-26 02:03:27,4,98,Portland OR,128000,59,Rock,Appear To Be
498,0,2008-11-26 02:05:58,2009-01-07 00:00:00,0,134,907,Birdlike Movements,9,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,75,Rock,Birdlike Movements
500,0,2008-11-26 02:06:07,,0,137,191,Spirit Duplicator,8,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,127,Rock,Longview WA
501,0,2008-11-26 02:05:49,2009-01-07 00:00:00,0,133,2680,Lingua Ignota,12,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,326,Rock,Utmost House
502,0,2008-11-26 02:05:59,2002-01-01 00:00:00,0,135,1775,Vast and Sad,7,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,780,Rock,"Vast and Sad (Showoff Gallery, Bellingham)"
503,0,2008-11-26 02:06:07,,0,137,191,Spirit Duplicator,8,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,296,Rock,Carted Off
504,0,2008-11-26 02:06:03,2009-01-07 00:00:00,0,136,349,Kohoutek,12,Album,2008-11-26 02:03:27,4,98,Portland OR,128000,242,Rock,Cry
506,0,2008-11-26 02:05:49,2009-01-07 00:00:00,0,133,2680,Lingua Ignota,12,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,220,Rock,Moths!!!
507,0,2008-11-26 02:05:58,2009-01-07 00:00:00,0,134,907,Birdlike Movements,9,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,201,Rock,Toasty Birds
508,0,2008-11-26 02:06:03,2009-01-07 00:00:00,0,136,349,Kohoutek,12,Album,2008-11-26 02:03:27,4,98,Portland OR,128000,235,Rock,5 In 1
509,0,2008-11-26 02:05:58,2009-01-07 00:00:00,0,134,907,Birdlike Movements,9,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,154,Rock,A Wren's Heart
510,0,2008-11-26 02:06:07,,0,137,191,Spirit Duplicator,8,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,240,Rock,Sac City
511,0,2008-11-26 02:05:49,2009-01-07 00:00:00,0,133,2680,Lingua Ignota,12,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,158,Rock,Sharper &amp Clearer
512,0,2008-11-26 02:05:49,2009-01-07 00:00:00,0,133,2680,Lingua Ignota,12,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,87,Rock,""""""
513,0,2008-11-26 02:06:03,2009-01-07 00:00:00,0,136,349,Kohoutek,12,Album,2008-11-26 02:03:27,4,98,Portland OR,128000,242,Rock,Victoria 2
514,0,2008-11-26 02:06:03,2009-01-07 00:00:00,0,136,349,Kohoutek,12,Album,2008-11-26 02:03:27,4,98,Portland OR,128000,178,Rock,Four Doors
515,0,2008-11-26 02:05:49,2009-01-07 00:00:00,0,133,2680,Lingua Ignota,12,Album,2008-11-26 02:03:27,4,98,Portland OR,160000,146,Rock,Let's Climb a Mossy Hill
516,0,2008-11-26 02:06:03,2009-01-07 00:00:00,0,136,349,Kohoutek,12,Album,2008-11-26 02:03:27,4,98,Portland OR,128000,465,Rock,Kohoutek
